compound,sample,cultivar,plant_num,conc,mg_tea,conc_ug_mg,mean_leaf_area_px,mean_percent_damage,n_leaves,twister_damage,density_treatment,density_start,density_end
Gallic acid,Q6,Q,6,NA,20.2,NA,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Gallocatechin,Q6,Q,6,50.711,20.2,2.5104455445544556,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Theobromine,Q6,Q,6,1.7502,20.2,0.08664356435643565,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Paraxanthine,Q6,Q,6,10.099,20.2,0.49995049504950495,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Theophylline,Q6,Q,6,NA,20.2,NA,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Catechin,Q6,Q,6,10.617,20.2,0.5255940594059406,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Epigallocatechin,Q6,Q,6,358.28,20.2,17.736633663366337,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Caffeine,Q6,Q,6,210.04,20.2,10.398019801980197,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Epigallocatechin gallate,Q6,Q,6,1187.7,20.2,58.7970297029703,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Epicatechin,Q6,Q,6,183.6,20.2,9.089108910891088,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Gallocatechin gallate,Q6,Q,6,10.478,20.2,0.5187128712871287,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Epicatechin gallate,Q6,Q,6,178.66,20.2,8.844554455445545,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
Catechin gallate,Q6,Q,6,NA,20.2,NA,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
L-theanine,Q5,Q,5,NA,20.1,NA,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Gallic acid,Q5,Q,5,NA,20.1,NA,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Gallocatechin,Q5,Q,5,45.398,20.1,2.2586069651741294,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Theobromine,Q5,Q,5,2.1764,20.1,0.10827860696517412,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Paraxanthine,Q5,Q,5,10.099,20.1,0.5024378109452736,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Theophylline,Q5,Q,5,NA,20.1,NA,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Catechin,Q5,Q,5,11.523,20.1,0.5732835820895522,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Epigallocatechin,Q5,Q,5,320.85,20.1,15.962686567164178,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Caffeine,Q5,Q,5,231.3,20.1,11.507462686567164,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Epigallocatechin gallate,Q5,Q,5,1091.9,20.1,54.32338308457712,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Epicatechin,Q5,Q,5,184.23,20.1,9.165671641791043,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Gallocatechin gallate,Q5,Q,5,4.4784,20.1,0.2228059701492537,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Epicatechin gallate,Q5,Q,5,191.46,20.1,9.525373134328358,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
Catechin gallate,Q5,Q,5,NA,20.1,NA,250368.18181818182,5.246713258537785,11,0.3022481081915856,2,2,0.9230769230769231
L-theanine,Q4,Q,4,NA,20.5,NA,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Gallic acid,Q4,Q,4,NA,20.5,NA,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Gallocatechin,Q4,Q,4,54.165,20.5,2.6421951219512194,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Theobromine,Q4,Q,4,2.9712,20.5,0.14493658536585366,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Paraxanthine,Q4,Q,4,10.099,20.5,0.4926341463414634,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Theophylline,Q4,Q,4,NA,20.5,NA,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Catechin,Q4,Q,4,7.8433,20.5,0.3826,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Epigallocatechin,Q4,Q,4,339.78,20.5,16.574634146341463,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Caffeine,Q4,Q,4,267.87,20.5,13.066829268292683,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Epigallocatechin gallate,Q4,Q,4,1117.6,20.5,54.517073170731706,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Epicatechin,Q4,Q,4,175.43,20.5,8.557560975609757,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Gallocatechin gallate,Q4,Q,4,8.5883,20.5,0.4189414634146342,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Epicatechin gallate,Q4,Q,4,171.26,20.5,8.354146341463414,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
Catechin gallate,Q4,Q,4,NA,20.5,NA,280913.44444444444,7.1812498301267444,9,2.40019199426127,1.5,1.5714285714285714,1.1428571428571428
L-theanine,Q2,Q,2,2.6611,20.3,0.1310886699507389,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Gallic acid,Q2,Q,2,2.0786,20.3,0.10239408866995073,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Gallocatechin,Q2,Q,2,42.836,20.3,2.1101477832512314,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Theobromine,Q2,Q,2,5.0778,20.3,0.25013793103448273,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Paraxanthine,Q2,Q,2,10.099,20.3,0.497487684729064,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Theophylline,Q2,Q,2,0.2102,20.3,0.010354679802955664,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Catechin,Q2,Q,2,7.1466,20.3,0.35204926108374385,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Epigallocatechin,Q2,Q,2,384.84,20.3,18.957635467980293,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Caffeine,Q2,Q,2,335.11,20.3,16.507881773399014,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Epigallocatechin gallate,Q2,Q,2,1297.9,20.3,63.93596059113301,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Epicatechin,Q2,Q,2,186.87,20.3,9.205418719211822,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Gallocatechin gallate,Q2,Q,2,7.419,20.3,0.3654679802955665,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Epicatechin gallate,Q2,Q,2,198.65,20.3,9.785714285714286,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
Catechin gallate,Q2,Q,2,NA,20.3,NA,162558.54545454544,13.66309273595117,11,1.7977666511206345,1.5,1.5,0.3333333333333333
L-theanine,Q1,Q,1,NA,21.2,NA,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Gallic acid,Q1,Q,1,1.8719,21.2,0.08829716981132076,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Gallocatechin,Q1,Q,1,47.863,21.2,2.257688679245283,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Theobromine,Q1,Q,1,4.3784,21.2,0.20652830188679247,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Paraxanthine,Q1,Q,1,10.099,21.2,0.4763679245283019,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Theophylline,Q1,Q,1,4.5891,21.2,0.2164669811320755,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Catechin,Q1,Q,1,11.337,21.2,0.5347641509433962,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Epigallocatechin,Q1,Q,1,306.98,21.2,14.480188679245284,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Caffeine,Q1,Q,1,433.69,21.2,20.457075471698115,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Epigallocatechin gallate,Q1,Q,1,1089.9,21.2,51.41037735849057,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Epicatechin,Q1,Q,1,169.5,21.2,7.995283018867925,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Gallocatechin gallate,Q1,Q,1,5.1816,21.2,0.24441509433962266,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Epicatechin gallate,Q1,Q,1,189.16,21.2,8.922641509433962,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
Catechin gallate,Q1,Q,1,NA,21.2,NA,221981.7142857143,3.4539115579020025,7,2.408706826943854,2,2,0.7692307692307693
